Book Id,Title,Author,Author l-f,Additional Authors,Genre,Ratings Count,Reviews Count,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
52128695,"Ace: What Asexuality Reveals About Desire, Society, and the Meaning of Sex",Angela  Chen,"Chen, Angela",,Non-Fiction,3982,889,080701379X,9780807013793,5,4.4,Beacon Press,Hardcover,224,2020,2020,10/5/21,7/13/21,,,read,,,,1,,,0,,,,,
55789067,The Authenticity Project,Clare Pooley,"Pooley, Clare",,Contemporary,38674,5445,1984878638,9781984878632,0,3.96,Penguin Books,Paperback,384,2020,2020,,10/2/21,to-read,to-read (#480),to-read,,,,0,,,0,,,,,
43582376,The Body: A Guide for Occupants,Bill Bryson,"Bryson, Bill",,Non-Fiction,54782,6420,0385539304,9780385539302,0,4.3,Doubleday Books,Hardcover,450,2019,2019,,10/2/21,to-read,to-read (#479),to-read,,,,0,,,0,,,,,
55600878,Instructions for Dancing,Nicola Yoon,"Yoon, Nicola",,Romance,16152,3717,,,0,4.1,Penguin,Kindle Edition,304,2021,2021,,10/2/21,to-read,to-read (#478),to-read,,,,0,,,0,,,,,
55643287,How the Word Is Passed: A Reckoning with the History of Slavery Across America,Clint   Smith,"Smith, Clint",,Non-Fiction,6233,1169,0316492930,9780316492935,0,4.8,"Little, Brown and Company",Hardcover,336,2021,2021,,10/2/21,to-read,to-read (#477),to-read,,,,0,,,0,,,,,
54985743,People We Meet on Vacation,Emily Henry,"Henry, Emily",,Romance,198418,25801,1984806750,9781984806758,5,4.13,Berkley Books,Paperback,364,2021,2021,9/28/21,5/25/21,,,read,,,,1,,,0,,,,,
43575115,The Starless Sea,Erin Morgenstern,"Morgenstern, Erin",,Fantasy,133333,26271,038554121X,9780385541213,4,3.84,Doubleday Books,Hardcover,498,2019,2019,8/29/21,1/18/20,,,read,,,,1,,,0,,,,,
26535513,Storytelling with Data: A Data Visualization Guide for Business Professionals,Cole Nussbaumer Knaflic,"Knaflic, Cole Nussbaumer",,Non-Fiction,4037,465,1119002257,9781119002253,0,4.4,Wiley,Paperback,288,2015,2015,,8/31/21,to-read,to-read (#475),to-read,,,,0,,,0,,,,,
58104944,The Maidens,Alex Michaelides,"Michaelides, Alex",,Mystery,83316,13597,1250792967,9781250792969,0,3.66,Celadon Books,Paperback,333,2021,2021,,8/20/21,to-read,to-read (#474),to-read,,,,0,,,0,,,,,
56366617,Not a Happy Family,Shari Lapena,"Lapena, Shari",,Mystery,34675,3709,1984880551,9781984880550,0,3.89,Pamela Dorman Books,Hardcover,349,2021,2021,,8/10/21,to-read,to-read (#473),to-read,,,,0,,,0,,,,,
55404546,Malibu Rising,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,Historical,199061,24297,,,5,4.13,Ballantine Books,Hardcover,369,2021,2021,8/5/21,1/31/21,,,read,,,,1,,,0,,,,,
42201995,The Stationery Shop,Marjan Kamali,"Kamali, Marjan",,Historical,35923,5107,1982107480,9781982107482,4,4.21,Gallery Books,Hardcover,322,2019,2019,7/29/21,5/5/21,,,read,,,,1,,,0,,,,,
56955790,What a Happy Family,Saumya Dave,"Dave, Saumya",,Contemporary,414,72,1984806173,9781984806178,0,3.94,Berkley,Paperback,400,2021,2021,,7/24/21,to-read,to-read (#471),to-read,,,,0,,,0,,,,,
55711675,The Startup Wife,Tahmima Anam,"Anam, Tahmima",,Contemporary,2323,462,198215618X,9781982156183,0,3.66,Scribner,Hardcover,304,2021,2021,,7/20/21,to-read,to-read (#470),to-read,,,,0,,,0,,,,,
52973514,Days of Distraction,Alexandra Chang,"Chang, Alexandra",,Contemporary,4012,622,0062951807,9780062951809,3,3.61,HarperCollins,Hardcover,312,2020,2020,7/18/21,4/21/21,,,read,,,,1,,,0,,,,,
32827398,Spoonbenders,Daryl Gregory,"Gregory, Daryl",,Science Fiction,13261,1880,1524734829,9781524734824,0,3.91,Books on Tape,Audio CD,,2017,2017,,7/18/21,to-read,to-read (#469),to-read,,,,0,,,0,,,,,
13589182,Mastery,Robert Greene,"Greene, Robert",,Non-Fiction,32348,2052,0670024961,9780670024964,0,4.23,Viking,Hardcover,318,2012,2012,,7/13/21,to-read,to-read (#468),to-read,,,,0,,,0,,,,,
54659771,"Neon Gods (Dark Olympus, #1)",Katee Robert,"Robert, Katee",,Fantasy,25709,4100,1728231736,9781728231730,0,3.82,Sourcebooks Casablanca,Paperback,380,2021,2021,,7/13/21,to-read,to-read (#467),to-read,,,,0,,,0,,,,,
40908064,The Unlikely Adventures of the Shergill Sisters,Balli Kaur Jaswal,"Jaswal, Balli Kaur",,Contemporary,11016,1453,0062645145,9780062645142,0,3.8,William Morrow,Hardcover,312,2019,2019,,7/13/21,to-read,to-read (#466),to-read,,,,0,,,0,,,,,
34374628,Next Year in Havana,Chanel Cleeton,"Cleeton, Chanel",,Historical,96933,9517,0399586687,9780399586682,0,3.93,Berkley,Paperback,361,2018,2018,,7/12/21,to-read,to-read (#465),to-read,,,,0,,,0,,,,,
45047384,The House in the Cerulean Sea,T.J. Klune,"Klune, T.J.",,Fantasy,171189,35189,,,4,4.48,Tor Books,Kindle Edition,394,2020,2020,7/8/21,1/31/21,,,read,,,,1,,,0,,,,,
101384,The Mango Season,Amulya Malladi,"Malladi, Amulya",,Contemporary,4058,427,0345450310,9780345450319,0,3.59,Ballantine Books,Paperback,229,2004,2003,,7/8/21,to-read,to-read (#464),to-read,,,,0,,,0,,,,,
43532531,Take It Back,Kia Abdullah,"Abdullah, Kia",,Mystery,4917,1415,0008314675,9780008314675,0,4,HarperCollins Publishers ,Hardcover,384,2019,2019,,7/7/21,to-read,to-read (#463),to-read,,,,0,,,0,,,,,
55169019,The Chosen and the Beautiful,Nghi Vo,"Vo, Nghi",,Fantasy,5574,1592,1250784786,9781250784780,3,3.68,Tordotcom,Hardcover,262,2021,2021,6/28/21,6/2/21,,,read,,,,1,,,0,,,,,
39298169,The Marriage Clock,Zara Raheem,"Raheem, Zara",,Contemporary,2804,552,,,4,3.27,William Morrow Paperbacks,Kindle Edition,368,2019,2019,6/17/21,1/15/21,,,read,,,,1,,,0,,,,,
33080122,"The Calculating Stars (Lady Astronaut Universe, #1)",Mary Robinette Kowal,"Kowal, Mary Robinette",,Science Fiction,26764,4022,,,0,3.98,Tor Books,Paperback,431,2018,2018,,6/16/21,to-read,to-read (#462),to-read,,,,0,,,0,,,,,
54860443,One Last Stop,Casey McQuiston,"McQuiston, Casey",,Romance,62917,13345,1250244498,9781250244499,5,4.16,St. Martin's Griffin,Paperback,422,2021,2021,6/12/21,1/5/21,,,read,,,,1,,,0,,,,,
52117860,The Future We Choose: Surviving the Climate Crisis,Christiana Figueres,"Figueres, Christiana",Tom Rivett-Carnac,Non-Fiction,3507,545,0525658351,9780525658351,4,4.15,Knopf Publishing Group,Hardcover,240,2020,2020,6/10/21,11/24/20,,,read,,,,1,,,0,,,,,
7728889,"The Diviners (The Diviners, #1)",Libba Bray,"Bray, Libba",,Fantasy,98772,12994,,,4,3.92,"Little, Brown Books for Young Readers",Hardcover,578,2012,2012,6/5/21,1/17/21,,,read,,,,1,,,0,,,,,
52879286,Humankind: A Hopeful History,Rutger Bregman,"Bregman, Rutger","Elizabeth Manton, Erica Moore",Non-Fiction,27799,3418,0316418536,9780316418539,0,4.32,"Little, Brown and Company",Hardcover,462,2020,2019,,6/3/21,to-read,to-read (#461),to-read,,,,0,,,0,,,,,
50523477,"The Jasmine Throne (Burning Kingdoms, #1)",Tasha Suri,"Suri, Tasha",,Fantasy,4355,1285,0356515648,9780356515649,0,4.26,Orbit,Paperback,533,2021,2021,,6/2/21,to-read,to-read (#460),to-read,,,,0,,,0,,,,,
1774836,The Palace of Illusions,Chitra Banerjee Divakaruni,"Divakaruni, Chitra Banerjee",,Fantasy,39767,4187,0385515995,9780385515993,0,4.19,Doubleday,Hardcover,360,2008,2008,,5/25/21,to-read,to-read (#459),to-read,,,,0,,,0,,,,,
55004546,"The Secret Keeper of Jaipur (The Henna Artist, #2)",Alka Joshi,"Joshi, Alka",,Historical,12692,1332,0778331857,9780778331858,0,4.14,Mira Books,Hardcover,384,2021,2021,,5/25/21,to-read,to-read (#458),to-read,,,,0,,,0,,,,,
55145261,The Anthropocene Reviewed,John Green,"Green, John",,Non-Fiction,21908,4437,0525555218,9780525555216,0,4.5,Dutton,Hardcover,293,2021,2021,,5/21/21,to-read,to-read (#457),to-read,,,,0,,,0,,,,,
18775359,After I Do,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,Contemporary,33583,4672,1476712840,9781476712840,4,4,Washington Square Press,Paperback,334,2014,2014,5/21/21,2/21/21,,,read,,,,1,,,0,,,,,
43352954,This Is How You Lose the Time War,Amal El-Mohtar,"El-Mohtar, Amal",Max Gladstone,Fantasy,69456,13901,,,3,3.96,Saga Press,Kindle Edition,209,2019,2019,5/17/21,1/31/21,,,read,,,,1,,,0,,,,,
38739562,With the Fire on High,Elizabeth Acevedo,"Acevedo, Elizabeth",,Contemporary,62227,11147,0062662856,9780062662859,0,4.23,Quill Tree Books,ebook,400,2019,2019,,5/10/21,to-read,to-read (#456),to-read,,,,0,,,0,,,,,
37969723,"The Silence of the Girls (Women of Troy, #1)",Pat Barker,"Barker, Pat",,Historical,53113,6437,,,0,3.91,Doubleday Books,Hardcover,325,2018,2018,,5/10/21,to-read,to-read (#455),to-read,,,,0,,,0,,,,,
1232,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",Carlos Ruiz Zafón,"Zaf√≥n, Carlos Ruiz",Lucia Graves,Historical,528344,40449,,,0,4.27,Penguin Books,Paperback,487,2005,2001,,5/10/21,to-read,to-read (#454),to-read,,,,0,,,0,,,,,
52761909,The Paris Library,Janet Skeslien Charles,"Charles, Janet Skeslien",,Historical,42710,5931,1982134194,9781982134198,0,4.09,Atria Books,Hardcover,351,2021,2021,,5/10/21,to-read,to-read (#453),to-read,,,,0,,,0,,,,,
53288434,The Lost Apothecary,Sarah Penner,"Penner, Sarah",,Historical,112651,14801,0778311015,9780778311010,0,3.79,Park Row,Hardcover,301,2021,2021,,5/10/21,to-read,to-read (#452),to-read,,,,0,,,0,,,,,
43562313,Yolk,Mary H.K. Choi,"Choi, Mary H.K.",,Contemporary,8701,1755,,,0,4.09,,,400,2021,2021,,5/10/21,to-read,to-read (#451),to-read,,,,0,,,0,,,,,
57589437,The Checklist,Addie Woolridge,"Woolridge, Addie",,Romance,3446,270,,,0,3.81,Montlake,Kindle Edition,347,2021,2021,,5/10/21,to-read,to-read (#450),to-read,,,,0,,,0,,,,,
53968496,"The Prison Healer (The Prison Healer, #1)",Lynette Noni,"Noni, Lynette",,Fantasy,8323,2141,0358434556,9780358434559,0,4.3,Clarion Books,Hardcover,416,2021,2021,,5/10/21,to-read,to-read (#449),to-read,,,,0,,,0,,,,,
54719856,Gold Diggers,Sanjena Sathian,"Sathian, Sanjena",,Fantasy,4543,700,1984882031,9781984882035,0,3.65,Penguin Press,Hardcover,352,2021,2021,,5/10/21,to-read,to-read (#448),to-read,,,,0,,,0,,,,,
54304172,"The Infinity Courts (The Infinity Courts, #1)",Akemi Dawn Bowman,"Bowman, Akemi Dawn",,Fantasy,1860,632,153445649X,9781534456495,0,3.78,Simon & Schuster Books for Young Readers,Hardcover,465,2021,2021,,2/7/21,to-read,to-read (#439),to-read,,,,0,,,0,,,,,
46042377,A Long Petal of the Sea,Isabel Allende,"Allende, Isabel",,Historical,60244,7060,,,4,4.06,Ballantine Books,Kindle Edition,336,2020,2019,5/8/21,5/3/21,,,read,,,,1,,,0,,,,,
55710525,Take Me Home Tonight,Morgan Matson,"Matson, Morgan",,Contemporary,2910,779,1481498983,9781481498982,0,3.75,Simon  Schuster Books for Young Readers,Hardcover,405,2021,2021,,5/6/21,to-read,to-read (#447),to-read,,,,0,,,0,,,,,
54304124,Laziness Does Not Exist,Devon Price,"Price, Devon",,Non-Fiction,1677,318,1982140100,9781982140106,0,4.06,Atria Books,Hardcover,256,2021,2021,,5/5/21,to-read,to-read (#446),to-read,,,,0,,,0,,,,,
54981009,The Last Thing He Told Me,Laura Dave,"Dave, Laura",,Mystery,185272,14807,,,0,3.98,Simon & Schuster,Hardcover,320,2021,2021,,5/4/21,to-read,to-read (#445),to-read,,,,0,,,0,,,,,
53922305,Honey Girl,Morgan  Rogers,"Rogers, Morgan",,Romance,20281,4588,0778311023,9780778311027,0,3.81,Park Row,Paperback,293,2021,2021,,5/3/21,to-read,to-read (#444),to-read,,,,0,,,0,,,,,
51791252,The Vanishing Half,Brit Bennett,"Bennett, Brit",,Historical,454481,38452,,,4,4.22,Riverhead Books,Hardcover,343,2020,2020,4/12/21,11/5/20,,,read,,,,1,,,0,,,,,
18295861,The First Fifteen Lives of Harry August,Claire North,"North, Claire",,Science Fiction,77956,9052,0316399612,9780316399616,0,4.01,Redhook,Hardcover,416,2014,2014,,7/1/17,to-read,to-read (#135),to-read,,,,0,,,0,,,,,
50892212,"These Violent Delights (These Violent Delights, #1)",Chloe Gong,"Gong, Chloe",,Romance,39224,9148,1534457690,9781534457690,4,4,Margaret K. McElderry Books,Hardcover,449,2020,2020,3/21/21,1/30/21,,,read,,,,1,,,0,,,,,
17699855,"Chain of Iron (The Last Hours, #2)",Cassandra Clare,"Clare, Cassandra",,Fantasy,37109,6796,140635810X,9781406358100,4,4.47,Walker Books,Hardcover,591,2021,2021,3/11/21,5/22/16,,,read,,,,1,,,0,,,,,
52708561,American as Paneer Pie,Supriya Kelkar,"Kelkar, Supriya",,Contemporary,1020,212,1534439382,9781534439382,0,4.33,Aladdin,Hardcover,320,2020,2020,,3/6/20,to-read,to-read (#266),to-read,,,,0,,,0,,,,,
36314220,Ghosts of the Shadow Market,Cassandra Clare,"Clare, Cassandra","Sarah Rees Brennan, Maureen Johnson, Kelly Link, Robin Wasserman",Fantasy,27385,3542,1406385379,9781406385373,0,4.3,Walker Books,Paperback,617,2019,2019,2/22/21,2/18/21,,,read,,,,1,,,0,,,,,
43317482,In the Dream House,Carmen Maria Machado,"Machado, Carmen Maria",,Non-Fiction,50439,7638,1644450038,9781644450031,0,4.49,Graywolf Press,Hardcover,251,2019,2019,,2/21/21,to-read,to-read (#443),to-read,,,,0,,,0,,,,,
43258307,"A House of Rage and Sorrow (The Celestial Trilogy, #2)",Sangu Mandanna,"Mandanna, Sangu",,Science Fiction,385,129,,,0,4.44,Sky Pony Press,Hardcover,336,2019,2019,,2/21/21,to-read,to-read (#442),to-read,,,,0,,,0,,,,,
17899948,Rebecca,Daphne du Maurier,"Maurier, Daphne du",,Mystery,519383,29081,0316323705,9780316323703,0,4.23,"Little, Brown and Company",ebook,449,2013,1938,,2/21/21,to-read,to-read (#441),to-read,,,,0,,,0,,,,,
37588503,"A Spark of White Fire (The Celestial Trilogy, #1)",Sangu Mandanna,"Mandanna, Sangu",,Science Fiction,1044,298,1510733787,9781510733787,3,4.02,Sky Pony,Hardcover,311,2018,2018,2/15/21,8/11/20,,,read,,,,1,,,0,,,,,
52664814,Muted,Tami Charles,"Charles, Tami",,Contemporary,1107,374,1338673521,9781338673524,0,4.12,Scholastic Press,Hardcover,400,2021,2021,,2/7/21,to-read,to-read (#440),to-read,,,,0,,,0,,,,,
53375824,Lore,Alexandra Bracken,"Bracken, Alexandra",,Fantasy,33442,6674,1484778200,9781484778203,4,3.86,Disney-Hyperion,Hardcover,480,2021,2021,2/7/21,1/5/21,,,read,,,,1,,,0,,,,,
53327839,"Muse (Muse, #1)",Brittany Cavallaro,"Cavallaro, Brittany",,Fantasy,565,158,0062840258,9780062840257,0,3.34,Katherine Tegen Books,Hardcover,332,2021,2021,,2/4/21,to-read,to-read (#438),to-read,,,,0,,,0,,,,,
53320702,A Taste for Love,Jennifer Yen,"Yen, Jennifer",,Romance,1874,568,0593117522,9780593117521,0,3.76,Razorbill,Hardcover,304,2021,2021,,2/4/21,to-read,to-read (#437),to-read,,,,0,,,0,,,,,
25361911,The Index Card: Why Personal Finance Doesn't Have to Be Complicated,Helaine Olen,"Olen, Helaine",Harold Pollack,Non-Fiction,3172,411,1591847680,9781591847687,0,3.9,Portfolio,Hardcover,256,2016,2016,,2/2/21,to-read,to-read (#436),to-read,,,,0,,,0,,,,,
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,Non-Fiction,769397,17246,0061234001,9780061234002,0,3.99,William Morrow,Hardcover,268,2006,2005,,2/2/21,to-read,to-read (#435),to-read,,,,0,,,0,,,,,
50892338,Legendborn (The Legendborn Cycle #1),Tracy Deonn,"Deonn, Tracy",,Fantasy,37308,8858,1534441603,9781534441606,0,4.44,Margaret K. McElderry Books,Hardcover,501,2020,2020,,1/31/21,to-read,to-read (#434),to-read,,,,0,,,0,,,,,
55692620,The Soulmate Equation,Christina Lauren,"Lauren, Christina",,Romance,41567,6433,1982123966,9781982123963,0,4.07,Gallery Books,Hardcover,360,2021,2021,,1/31/21,to-read,to-read (#433),to-read,,,,0,,,0,,,,,
51989589,"Bloodleaf (Bloodleaf, #1)",Crystal  Smith,"Smith, Crystal",,Fantasy,4990,1006,0358242258,9780358242253,3,3.84,HMH Books for Young Readers,Paperback,400,2020,2019,1/30/21,8/20/20,,,read,,,,1,,,0,,,,,
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",Prottasha Prachurjo Sayed Fayej Ahmed,Non-Fiction,678643,41314,,,0,4.39,Vintage,Paperback,512,2015,2011,,1/29/21,to-read,to-read (#432),to-read,,,,0,,,0,,,,,
31138556,Homo Deus: A History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,Non-Fiction,190033,12885,,,0,4.21,Harper,Kindle Edition,450,2017,2015,,1/29/21,to-read,to-read (#431),to-read,,,,0,,,0,,,,,
53624358,"Winterkeep (Graceling Realm, #4)",Kristin Cashore,"Cashore, Kristin",,Fantasy,6820,1301,0803741502,9780803741508,4,4.06,Dial Books For Young Readers,Hardcover,528,2021,2021,1/23/21,7/6/20,,,read,,,,1,,,0,,,,,
34433755,Girls of Paper and Fire (Girls of Paper and Fire #1),Natasha Ngan,"Ngan, Natasha",James Patterson,Fantasy,37791,6816,0316561363,9780316561365,0,3.82,Jimmy Patterson Books,Hardcover,385,2018,2018,,1/18/21,to-read,to-read (#430),to-read,,,,0,,,0,,,,,
41951626,"Crier's War (Crier's War, #1)",Nina Varela,"Varela, Nina",,Fantasy,16117,2884,0062823965,9780062823960,0,4.14,Quill Tree Books,ebook,464,2019,2019,,1/18/21,to-read,to-read (#429),to-read,,,,0,,,0,,,,,
7135858,My Name Is Memory,Ann Brashares,"Brashares, Ann",,Romance,31077,5199,1594487588,9781594487583,0,3.71,Riverhead Hardcover,Hardcover,324,2010,2010,,1/18/21,to-read,to-read (#428),to-read,,,,0,,,0,,,,,
30223025,"Dread Nation (Dread Nation, #1)",Justina Ireland,"Ireland, Justina",,Historical,27375,5274,0062570609,9780062570604,0,4.13,Balzer + Bray,Hardcover,455,2018,2018,,1/18/21,to-read,to-read (#427),to-read,,,,0,,,0,,,,,
16793,Stardust,Neil Gaiman,"Gaiman, Neil",,Fantasy,393398,20310,0061142026,9780061142024,0,4.08,Harper Perennial,Paperback,248,2006,1998,,1/18/21,to-read,to-read (#426),to-read,,,,0,,,0,,,,,
39679076,House of Salt and Sorrows,Erin A. Craig,"Craig, Erin A.",,Fantasy,45186,9095,1984831925,9781984831927,0,3.93,Delacorte,Hardcover,403,2019,2019,,1/18/21,to-read,to-read (#425),to-read,,,,0,,,0,,,,,
34728667,"Children of Blood and Bone (Legacy of Or√Øsha, #1)",Tomi Adeyemi,"Adeyemi, Tomi",,Fantasy,194589,26922,1250170974,9781250170972,0,4.08,Henry Holt Company,Hardcover,544,2018,2018,,1/17/21,to-read,to-read (#424),to-read,,,,0,,,0,,,,,
15704307,"Saga, Vol. 1",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,Science Fiction,284713,14182,1607066017,9781607066019,0,4.17,Image Comics,Paperback,176,2012,2012,,1/17/21,to-read,to-read (#423),to-read,,,,0,,,0,,,,,
30312855,"The Last Magician (The Last Magician, #1)",Lisa Maxwell,"Maxwell, Lisa",,Fantasy,15342,3195,1481432079,9781481432078,0,4.07,Margaret K. McElderry Books,Hardcover,500,2017,2017,,1/17/21,to-read,to-read (#422),to-read,,,,0,,,0,,,,,
29589074,"Truly Devious (Truly Devious, #1)",Maureen Johnson,"Johnson, Maureen",,Mystery,77245,12717,,,0,4.02,HarperCollins,Hardcover,416,2018,2018,,1/17/21,to-read,to-read (#421),to-read,,,,0,,,0,,,,,
52886627,You Had Me at Hola,Alexis Daria,"Daria, Alexis",,Romance,21853,4165,006295993X,9780062959935,4,3.73,Avon,ebook,384,2020,2020,1/16/21,1/15/21,,,read,,,,1,,,0,,,,,
54326395,The Dating Plan,Sara Desai,"Desai, Sara",,Romance,21368,3169,0593100581,9780593100585,0,3.69,Berkley Books,Paperback,352,2021,2021,,1/15/21,to-read,to-read (#420),to-read,,,,0,,,0,,,,,
53138103,Make Up Break Up,Lily Menon,"Menon, Lily",Sandhya Menon,Romance,2282,760,1250761999,9781250761996,0,3.22,St. Martin's Griffin,Paperback,336,2021,2021,,1/15/21,to-read,to-read (#419),to-read,,,,0,,,0,,,,,
54360539,Accidentally Engaged,Farah Heron,"Heron, Farah",,Romance,6190,1360,1538734982,9781538734988,0,3.82,Forever,Paperback,357,2021,2021,,1/15/21,to-read,to-read (#418),to-read,,,,0,,,0,,,,,
55138170,"When Tara Met Farah (Bollywood Drama & Dance Society, #1)",Tara Pammi,"Pammi, Tara",,Romance,129,53,,,0,3.64,,ebook,181,2021,2021,,1/15/21,to-read,to-read (#417),to-read,,,,0,,,0,,,,,
39926661,Unmarriageable,Soniah Kamal,"Kamal, Soniah",,Romance,10581,2356,,,0,3.76,Ballantine Books,Kindle Edition,352,2019,2019,,1/15/21,to-read,to-read (#416),to-read,,,,0,,,0,,,,,
54543949,The Shaadi Set-Up,Lillie  Vale,"Vale, Lillie",,Romance,716,278,059332871X,9780593328712,0,3.7,G.P. Putnam's Sons,Paperback,368,2021,2021,,1/15/21,to-read,to-read (#415),to-read,,,,0,,,0,,,,,
51633827,The Subtweet,Vivek Shraya,"Shraya, Vivek",,Contemporary,2422,486,1770415254,9781770415256,0,3.8,ECW Press,Paperback,220,2020,2020,,1/15/21,to-read,to-read (#414),to-read,,,,0,,,0,,,,,
41824558,The Chai Factor,Farah Heron,"Heron, Farah",,Romance,1272,267,1443457647,9781443457644,0,3.59,HarperAvenue,Paperback,400,2019,2019,,1/15/21,to-read,to-read (#413),to-read,,,,0,,,0,,,,,
39863092,"The Right Swipe (Modern Love, #1)",Alisha Rai,"Rai, Alisha",,Romance,18496,3161,0062878093,9780062878090,0,3.66,Avon,Paperback,387,2019,2019,,1/15/21,to-read,to-read (#412),to-read,,,,0,,,0,,,,,
53430075,Serena Singh Flips the Script,Sonya Lalli,"Lalli, Sonya",,Contemporary,1238,281,059310093X,9780593100936,0,3.76,Berkley,Paperback,352,2021,2021,,1/15/21,to-read,to-read (#411),to-read,,,,0,,,0,,,,,
49624654,"The Trouble with Hating You (The Trouble with Hating You, #1)",Sajni Patel,"Patel, Sajni",,Romance,10044,1780,1538733331,9781538733332,0,3.81,Forever,Paperback,336,2020,2020,,1/15/21,to-read,to-read (#410),to-read,,,,0,,,0,,,,,
52914236,Destination Wedding,Diksha Basu,"Basu, Diksha",,Romance,2574,414,0525577122,9780525577126,0,3.32,Ballantine Books,Hardcover,320,2020,2020,,1/15/21,to-read,to-read (#409),to-read,,,,0,,,0,,,,,
54817546,You'll Never Believe What Happened to Lacey: Crazy Stories about Racism,Amber Ruffin,"Ruffin, Amber",Lacey Lamar,Non-Fiction,11303,2085,1538719363,9781538719367,0,4.41,Grand Central Publishing,Hardcover,215,2021,2021,,1/15/21,to-read,to-read (#408),to-read,,,,0,,,0,,,,,
954674,"Little Brother (Little Brother, #1)",Cory Doctorow,"Doctorow, Cory",,Science Fiction,50154,5664,0765319853,9780765319852,0,3.93,Tor Teen,Hardcover,382,2008,2008,,1/13/21,to-read,to-read (#407),to-read,,,,0,,,0,,,,,
32768520,"Mirage (Mirage, #1)",Somaiya Daud,"Daud, Somaiya",,Fantasy,10740,2687,1250126428,9781250126429,0,3.72,Flatiron Books,Hardcover,320,2018,2018,,1/13/21,to-read,to-read (#406),to-read,,,,0,,,0,,,,,
41837243,Lock Every Door,Riley Sager,"Sager, Riley",,Mystery,109415,14628,,,0,3.91,Dutton,ebook,381,2019,2019,,1/11/21,to-read,to-read (#405),to-read,,,,0,,,0,,,,,
40916679,"A Good Girl's Guide to Murder (A Good Girl's Guide to Murder, #1)",Holly  Jackson,"Jackson, Holly",,Mystery,114728,17649,1405293187,9781405293181,0,4.36,Electric Monkey,Paperback,433,2019,2019,,1/11/21,to-read,to-read (#404),to-read,,,,0,,,0,,,,,
8171378,The Warmth of Other Suns: The Epic Story of America's Great Migration,Isabel Wilkerson,"Wilkerson, Isabel",,Non-Fiction,81689,9829,0679444327,9780679444329,0,4.39,Random House,Hardcover,622,2010,2010,,1/10/21,to-read,to-read (#403),to-read,,,,0,,,0,,,,,
51152447,Caste: The Origins of Our Discontents,Isabel Wilkerson,"Wilkerson, Isabel",,Non-Fiction,84635,13168,0593230256,9780593230251,0,4.55,Random House,Hardcover,496,2020,2020,,1/10/21,to-read,to-read (#402),to-read,,,,0,,,0,,,,,
34313931,A Woman Is No Man,Etaf Rum,"Rum, Etaf",,Contemporary,101377,11532,0062699768,9780062699763,4,4.25,Harper,Hardcover,339,2019,2019,1/10/21,1/18/20,,,read,,,,1,,,0,,,,,
50708360,Better Together,Christine Riccio,"Riccio, Christine",,Contemporary,1888,619,,,0,3.46,Wednesday Books,Kindle Edition,400,2021,2021,,1/5/21,to-read,to-read (#401),to-read,,,,0,,,0,,,,,
24974996,"Dear Martin (Dear Martin, #1)",Nic Stone,"Stone, Nic",,Contemporary,59771,9617,,,0,4.38,Crown Books for Young Readers,Hardcover,224,2017,2017,,1/5/21,to-read,to-read (#400),to-read,,,,0,,,0,,,,,
53310061,Dial A for Aunties,Jesse Q. Sutanto,"Sutanto, Jesse Q.",,Romance,19886,4932,0593336739,9780593336731,0,3.87,Berkley,Hardcover,299,2021,2021,,12/18/20,to-read,to-read (#399),to-read,,,,0,,,0,,,,,
54351235,"Arsenic and Adobo (Tita Rosie's Kitchen Mystery, #1)",Mia P. Manansala,"Manansala, Mia P.",,Mystery,27344,4275,,,0,3.62,Berkley,Kindle Edition,336,2021,2021,,12/18/20,to-read,to-read (#398),to-read,,,,0,,,0,,,,,
42603984,Ace of Spades,Faridah Àbíké-Íyímídé,"Àbíké-Íyímídé, Faridah",,Mystery,19361,5009,1474967531,9781474967532,0,4.36,Usborne ,Paperback,480,2021,2021,,12/18/20,to-read,to-read (#397),to-read,,,,0,,,0,,,,,
54112562,Klara and the Sun,Kazuo Ishiguro,"Ishiguro, Kazuo",,Science Fiction,97143,13114,0571365515,9780571365517,0,3.82,Faber & Faber,Audiobook,10,2021,2021,,12/18/20,to-read,to-read (#396),to-read,,,,0,,,0,,,,,
54238295,A Pho Love Story,Loan Le,"Le, Loan",,Romance,7608,1781,153444193X,9781534441934,0,3.75,Simon  Schuster Books for Young Readers,Hardcover,416,2021,2021,,12/18/20,to-read,to-read (#395),to-read,,,,0,,,0,,,,,
