Book Id,Title,Author,Author l-f,Additional Authors,Genre,Ratings Count,Reviews Count,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
33574143,The Beautiful Ones,Silvia Moreno-Garcia,"Moreno-Garcia, Silvia",,Fantasy,5296,1494,1250099064,9781250099068,0,3.87,Thomas Dunne Books,Hardcover,327,2017,2017,,7/15/20,to-read,to-read (#315),to-read,,,,0,,,0,,,,,
28009835,Lilac Girls,Martha Hall Kelly,"Kelly, Martha Hall",,Historical,249063,19906,,,5,4.27,Ballantine Books,Kindle Edition,497,2016,2016,7/14/20,11/1/16,,,read,,,,1,,,0,,,,,
23258103,"The Mathematics of Love: Patterns, Proofs, and the Search for the Ultimate Equation",Hannah Fry,"Fry, Hannah",Christine R√∂sh,Non-Fiction,2349,318,1476784884,9781476784885,0,3.65,Simon & Schuster / TED,Hardcover,128,2015,2015,,7/14/20,to-read,to-read (#314),to-read,,,,0,,,0,,,,,
16280863,Intellectuals and Race,Thomas Sowell,"Sowell, Thomas",,Non-Fiction,1262,150,0465058728,9780465058723,0,4.37,Basic Books,Hardcover,192,2013,2013,,7/10/20,to-read,to-read (#313),to-read,,,,0,,,0,,,,,
41150487,"Red, White & Royal Blue",Casey McQuiston,"McQuiston, Casey",,Romance,367619,53654,,,5,4.23,St. Martin's Griffin,Paperback,421,2019,2019,7/8/20,7/7/20,,,read,,,,1,,,0,,,,,
41952489,The Rage of Dragons (The Burning #1),Evan Winter,"Winter, Evan",,Fantasy,20607,3295,031648976X,9780316489768,0,4.34,Orbit,Hardcover,544,2019,2017,,7/7/20,to-read,to-read (#312),to-read,,,,0,,,0,,,,,
51197236,Most Likely (Most Likely #1),Sarah  Watson,"Watson, Sarah",,Contemporary,3119,579,0316454834,9780316454834,0,3.94,Poppy,Hardcover,384,2020,2020,,7/6/20,to-read,to-read (#311),to-read,,,,0,,,0,,,,,
52357797,The June Boys,Courtney C. Stevens,"Stevens, Courtney C.",,Mystery,1712,502,0785221905,9780785221906,4,3.49,Thomas Nelson,Hardcover,347,2020,2020,7/4/20,3/30/20,,,read,,,,1,,,0,,,,,
46002342,"Me and White Supremacy: Combat Racism, Change the World, and Become a Good Ancestor",Layla F. Saad,"Saad, Layla F.",Robin DiAngelo,Non-Fiction,23405,2996,1728209803,9781728209807,0,4.36,Sourcebooks,Hardcover,256,2020,2020,,7/2/20,to-read,to-read (#310),to-read,,,,0,,,0,,,,,
40550366,"Blood & Honey (Serpent & Dove, #2)",Shelby Mahurin,"Mahurin, Shelby",,Fantasy,45151,7161,0062878050,9780062878052,0,3.59,HarperTeen,Hardcover,536,2020,2020,,6/30/20,to-read,to-read (#309),to-read,,,,0,,,0,,,,,
40024139,"Serpent & Dove (Serpent & Dove, #1)",Shelby Mahurin,"Mahurin, Shelby",,Fantasy,140121,20278,,,3,4.03,HarperTeen,Hardcover,513,2019,2019,6/30/20,3/28/20,,,read,,,,1,,,0,,,,,
40944762,Chosen Ones (The Chosen Ones #1),Veronica Roth,"Roth, Veronica",,Fantasy,18287,3161,,,0,3.63,John Joseph Adams/Houghton Mifflin Harcourt,Kindle Edition,419,2020,2020,,6/28/20,to-read,to-read (#308),to-read,,,,0,,,0,,,,,
16280,Why Are All The Black Kids Sitting Together in the Cafeteria?,Beverly Daniel Tatum,"Tatum, Beverly Daniel",,Non-Fiction,22657,1730,0465083617,9780465083619,0,4.3,Basic Books,Paperback,464,2017,1997,,6/20/20,to-read,to-read (#307),to-read,,,,0,,,0,,,,,
35883430,I'm Still Here: Black Dignity in a World Made for Whiteness,Austin Channing Brown,"Brown, Austin Channing",,Non-Fiction,59155,5693,,,0,4.38,Convergent Books,Hardcover,185,2018,2018,,6/20/20,to-read,to-read (#306),to-read,,,,0,,,0,,,,,
26073085,White Rage: The Unspoken Truth of Our Racial Divide,Carol  Anderson,"Anderson, Carol",,Non-Fiction,11758,2051,1632864126,9781632864123,0,4.48,Bloomsbury USA,Hardcover,256,2016,2016,,6/20/20,to-read,to-read (#305),to-read,,,,0,,,0,,,,,
43708708,White Fragility: Why It's So Hard for White People to Talk About Racism,Robin DiAngelo,"DiAngelo, Robin","Michael Eric Dyson, Amy Landon",Non-Fiction,135996,16804,0807071161,9780807071168,0,4.21,Beacon Press,Audiobook,192,2018,2018,,6/20/20,to-read,to-read (#304),to-read,,,,0,,,0,,,,,
45046742,You Are Not Alone,Greer Hendricks,"Hendricks, Greer",Sarah Pekkanen,Mystery,53705,6807,1250202035,9781250202031,4,3.76,St. Martin's Press,Hardcover,343,2020,2020,6/20/20,2/26/20,,,read,,,,1,,,0,,,,,
41104077,Invisible Women: Data Bias in a World Designed for Men,Caroline Criado Pérez,"Pérez, Caroline Criado",,Non-Fiction,55889,8005,1419729071,9781419729072,0,4.39,Abrams Press,Hardcover,411,2019,2019,,1/18/20,to-read,to-read (#303),to-read,,,,0,,,0,,,,,
53133300,Digitize and Punish: Racial Criminalization in the Digital Age,Brian Jefferson,"Jefferson, Brian",,Non-Fiction,21,3,1517909236,9781517909239,0,4.29,Univ Of Minnesota Press,Paperback,232,2020,2020,,6/19/20,to-read,to-read (#302),to-read,,,,0,,,0,,,,,
52822210,"Concrete Rose (The Hate U Give, #0)",Angie Thomas,"Thomas, Angie",,Contemporary,34705,5753,006284671X,9780062846716,0,4.44,Balzer + Bray,Hardcover,368,2021,2021,,6/19/20,to-read,to-read (#301),to-read,,,,0,,,0,,,,,
27071490,Homegoing,Yaa Gyasi,"Gyasi, Yaa",,Historical,234264,26891,,,0,4.46,Alfred A. Knopf,Hardcover,305,2016,2016,,6/16/20,to-read,to-read (#300),to-read,,,,0,,,0,,,,,
32075671,"The Hate U Give (The Hate U Give, #1)",Angie Thomas,"Thomas, Angie",,Contemporary,641396,65639,,,5,4.5,Balzer + Bray,Hardcover,444,2017,2017,6/15/20,3/16/17,,,read,,,,1,,,0,,,,,
46216773,"10 Things I Hate About Pinky (Dimple and Rishi, #3)",Sandhya Menon,"Menon, Sandhya",,Romance,3132,750,,,0,3.86,Simon Pulse,Hardcover,368,2020,2020,,6/11/20,to-read,to-read (#299),to-read,,,,0,,,0,,,,,
35583527,"There's Something About Sweetie (Dimple and Rishi, #2)",Sandhya Menon,"Menon, Sandhya",,Romance,7538,1706,,,0,4.1,Simon Pulse,,378,2019,2019,,6/11/20,to-read,to-read (#298),to-read,,,,0,,,0,,,,,
50202540,I Killed Zoe Spanos,Kit Frick,"Frick, Kit",,Mystery,5683,1334,1534449701,9781534449701,0,3.8,Margaret K. McElderry Books,Hardcover,384,2020,2020,,6/11/20,to-read,to-read (#297),to-read,,,,0,,,0,,,,,
50839605,Don't Ask Me Where I'm From,Jennifer  De Leon,"Leon, Jennifer De",,Contemporary,2511,551,1797100645,9781797100647,0,4.1,Simon  Schuster Audio,Audiobook,9,2020,2020,,6/11/20,to-read,to-read (#296),to-read,,,,0,,,0,,,,,
45045194,Jane Anonymous (Jane Anonymous #1),Laurie Faria Stolarz,"Stolarz, Laurie Faria",,Contemporary,2905,745,1250303702,9781250303707,0,3.89,Wednesday Books,Hardcover,306,2020,2020,,6/11/20,to-read,to-read (#295),to-read,,,,0,,,0,,,,,
23559994,"Loveboat, Taipei (Loveboat, Taipei, #1)",Abigail Hing Wen,"Wen, Abigail Hing",,Contemporary,11293,2471,1471192857,9781471192852,0,3.76,Simon & Schuster Children's UK,Paperback,432,2020,2020,,6/11/20,to-read,to-read (#294),to-read,,,,0,,,0,,,,,
50160619,You Should See Me in a Crown,Leah  Johnson,"Johnson, Leah",,Contemporary,28931,6461,,,0,4.18,Scholastic Press,Hardcover,336,2020,2020,,6/11/20,to-read,to-read (#293),to-read,,,,0,,,0,,,,,
24233708,"An Absolutely Remarkable Thing (The Carls, #1)",Hank Green,"Green, Hank",,Science Fiction,81718,13315,,,4,4.03,Dutton,Kindle Edition,343,2018,2018,6/5/20,9/25/18,,,read,,,,1,,,0,,,,,
6171892,Genesis,Bernard Beckett,"Beckett, Bernard",,Science Fiction,11717,1867,0547225490,9780547225494,4,3.88,Houghton Mifflin Harcourt,Hardcover,150,2009,2006,5/24/20,8/2/17,,,read,,,,1,,,0,,,,,
18774964,A Man Called Ove,Fredrik Backman,"Backman, Fredrik",,Contemporary,690980,75408,1476738017,9781476738017,0,4.35,Atria Books,Hardcover,337,2014,2012,,5/22/20,to-read,to-read (#292),to-read,,,,0,,,0,,,,,
20486495,"Lady of the Eternal City (The Empress of Rome, #4)",Kate Quinn,"Quinn, Kate",,Historical,2984,312,0425259633,9780425259634,0,4.47,Berkley Trade,Paperback,512,2015,2015,,5/22/20,to-read,to-read (#291),to-read,,,,0,,,0,,,,,
11531957,"Empress of the Seven Hills (The Empress of Rome, #3)",Kate Quinn,"Quinn, Kate",,Historical,5494,423,0425242021,9780425242025,0,4.2,Berkley Trade ,Paperback,486,2012,2012,,5/22/20,to-read,to-read (#290),to-read,,,,0,,,0,,,,,
8577314,"Daughters of Rome (The Empress of Rome, #2)",Kate Quinn,"Quinn, Kate",,Historical,7534,635,0425238970,9780425238974,0,4.04,Berkley Books,Paperback,385,2011,2011,,5/22/20,to-read,to-read (#289),to-read,,,,0,,,0,,,,,
50852136,The Knockout Queen,Rufi Thorpe,"Thorpe, Rufi",,Contemporary,9750,1485,,,0,3.7,Knopf Publishing Group,Hardcover,277,2020,2020,,5/20/20,to-read,to-read (#288),to-read,,,,0,,,0,,,,,
52358404,Happy & You Know It,Laura Hankin,"Hankin, Laura",,Contemporary,19772,2411,1984806238,9781984806239,0,3.71,Berkley,Hardcover,384,2020,2020,,5/20/20,to-read,to-read (#287),to-read,,,,0,,,0,,,,,
52211784,"The Boyfriend Project (The Boyfriend Project, #1)",Farrah Rochon,"Rochon, Farrah",,Romance,11220,2449,1538716623,9781538716625,0,3.59,Forever,Paperback,345,2020,2020,,5/20/20,to-read,to-read (#286),to-read,,,,0,,,0,,,,,
52698452,The Book of Longings,Sue Monk Kidd,"Kidd, Sue Monk",,Historical,82186,10843,052542976X,9780525429760,0,4.23,Viking,Hardcover,416,2020,2020,,5/20/20,to-read,to-read (#285),to-read,,,,0,,,0,,,,,
49246460,A Good Marriage,Kimberly McCreight,"McCreight, Kimberly",,Mystery,42586,4733,0062367684,9780062367686,0,3.93,Harper,Hardcover,410,2020,2020,,5/20/20,to-read,to-read (#284),to-read,,,,0,,,0,,,,,
6581303,"Mistress of Rome (The Empress of Rome, #1)",Kate Quinn,"Quinn, Kate",,Historical,18581,1648,,,4,4.02,Berkley Books,Paperback,470,2010,2010,5/19/20,5/17/20,,,read,,,,1,,,0,,,,,
50093704,In Five Years,Rebecca Serle,"Serle, Rebecca",,Romance,199241,19406,1982137444,9781982137441,3,3.83,Atria Books,Hardcover,255,2020,2020,5/9/20,3/30/20,,,read,,,,1,,,0,,,,,
43998065,Pretty Guilty Women,Gina LaManna,"LaManna, Gina",,Mystery,4382,655,1492694061,9781492694069,4,3.63,Sourcebooks Landmark,Hardcover,336,2019,2019,5/8/20,1/24/20,,,read,,,,1,,,0,,,,,
35959740,Circe,Madeline Miller,"Miller, Madeline",,Fantasy,534604,56313,0316556343,9780316556347,3,4.26,"Little, Brown and Company",Hardcover,393,2018,2018,5/5/20,2/17/20,,,read,,,,1,,,0,,,,,
18263530,A Time to Dance,Padma Venkatraman,"Venkatraman, Padma",,Contemporary,3503,633,0399257101,9780399257100,0,4.1,Nancy Paulsen Books,Hardcover,320,2014,2014,,4/2/16,to-read,to-read (#282),to-read,,,,1,,,0,,,,,
37976541,Bad Blood: Secrets and Lies in a Silicon Valley Startup,John Carreyrou,"Carreyrou, John",,Non-Fiction,205928,18170,152473165X,9781524731656,0,4.38,Knopf Publishing Group,Hardcover,339,2018,2018,,9/27/18,to-read,to-read (#281),to-read,,,,0,,,0,,,,,
38225791,Two Can Keep a Secret,Karen M. McManus,"McManus, Karen M.",,Mystery,73394,9216,1524714720,9781524714727,5,3.98,Delacorte Press,Hardcover,329,2019,2019,7/25/19,12/27/18,,,read,,,,1,,,0,,,,,
30969755,The Cheerleaders,Kara Thomas,"Thomas, Kara",,Mystery,23844,3548,1524718327,9781524718329,4,3.8,Delacorte Press,Hardcover,384,2018,2018,4/18/20,9/25/18,,,read,,,,1,,,0,,,,,
334176,"The Sparrow (The Sparrow, #1)",Mary Doria Russell,"Russell, Mary Doria",,Science Fiction,71873,7692,0449912558,9780449912553,0,4.1,Ballantine Books,Paperback,516,1997,1996,,4/15/20,to-read,to-read (#279),to-read,,,,0,,,0,,,,,
1268479,"Warbreaker (Warbreaker, #1)",Brandon Sanderson,"Sanderson, Brandon",,Fantasy,140803,10607,,,0,4.27,Self-published,ebook,688,2009,2009,,4/13/20,to-read,to-read (#278),to-read,,,,0,,,0,,,,,
53131137,"The Damned (The Beautiful, #2)",Renée Ahdieh,,,Fantasy,7824,1417,1984812580,9781984812582,0,3.76,G.P. Putnam's Sons Books for Young Readers,Hardcover,456,2020,2020,,2/20/20,to-read,to-read (#261),to-read,,,,0,,,0,,,,,
43263680,"Ninth House (Alex Stern, #1)",Leigh Bardugo,"Bardugo, Leigh",,Fantasy,144042,22702,1250313074,9781250313072,5,4.04,Flatiron Books,Hardcover,459,2019,2019,4/10/20,1/17/20,,,read,,,,1,,,0,,,,,
34499221,To Kill a Kingdom,Alexandra Christo,"Christo, Alexandra",,Fantasy,94936,14503,1250112680,9781250112682,4,3.86,Feiwel & Friends,Hardcover,344,2018,2018,4/6/20,2/17/20,,,read,,,,1,,,0,,,,,
28962996,Six Wakes,Mur Lafferty,"Lafferty, Mur",,Science Fiction,15619,2153,0316389684,9780316389686,0,3.84,Orbit,Paperback,364,2017,2017,,4/4/20,to-read,to-read (#277),to-read,,,,0,,,0,,,,,
39334199,We Are the Wildcats,Siobhan Vivian,"Vivian, Siobhan",,Contemporary,1309,323,,,0,3.54,Simon & Schuster,Kindle Edition,368,2020,2020,,3/30/20,to-read,to-read (#276),to-read,,,,0,,,0,,,,,
52781202,Star Daughter,Shveta Thakrar,"Thakrar, Shveta",,Fantasy,5653,1548,0062894625,9780062894625,0,3.36,HarperTeen,Hardcover,435,2020,2020,,3/6/20,to-read,to-read (#268),to-read,,,,0,,,0,,,,,
25895524,"Red Sister (Book of the Ancestor, #1)",Mark  Lawrence,"Lawrence, Mark",,Fantasy,53081,5141,1101988851,9781101988855,0,4.13,Ace,Hardcover,467,2017,2017,,3/27/20,to-read,to-read (#275),to-read,,,,0,,,0,,,,,
13569581,"Blood Song (Raven's Shadow, #1)",Anthony Ryan,"Ryan, Anthony",,Fantasy,81272,4226,,,0,4.37,Anthony  Ryan,Kindle Edition,591,2012,2011,,3/27/20,to-read,to-read (#274),to-read,,,,0,,,0,,,,,
15750692,"Malice (The Faithful and the Fallen, #1)",John Gwynne,"Gwynne, John",,Fantasy,20675,2357,0230758452,9780230758452,0,4.14,Tor,Hardcover,672,2012,2012,,3/27/20,to-read,to-read (#273),to-read,,,,0,,,0,,,,,
22875083,A Crown for Cold Silver (The Crimson Empire #1),Alex   Marshall,"Marshall, Alex",,Fantasy,3211,488,0316277983,9780316277983,0,3.69,Orbit,Hardcover,646,2015,2015,,3/27/20,to-read,to-read (#272),to-read,,,,0,,,0,,,,,
39863237,The Ruin of Kings (A Chorus of Dragons #1),Jenn Lyons,"Lyons, Jenn",,Fantasy,7624,1615,1250175488,9781250175489,0,3.8,Tor Books,Hardcover,560,2019,2019,,3/27/20,to-read,to-read (#271),to-read,,,,0,,,0,,,,,
17699853,"Chain of Gold (The Last Hours, #1)",Cassandra Clare,"Clare, Cassandra",,Fantasy,63383,10270,1481431870,9781481431873,3,4.46,Margaret K. McElderry Books,Hardcover,592,2020,2020,3/20/20,1/8/15,,,read,,,,1,,,0,,,,,
44778083,"House of Earth and Blood (Crescent City, #1)",Sarah J. Maas,"Maas, Sarah J.",,Fantasy,174456,24667,1635574048,9781635574043,5,4.43,Bloomsbury Publishing,Hardcover,803,2020,2020,3/17/20,2/29/20,,,read,,,,1,,,0,,,,,
18693763,Everything I Never Told You,Celeste Ng,"Ng, Celeste",,Contemporary,411332,37169,159420571X,9781594205712,0,3.86,Penguin Press,Hardcover,297,2014,2014,,3/13/20,to-read,to-read (#269),to-read,,,,0,,,0,,,,,
46223341,"Hunted by the Sky (The Wrath of Ambar, #1)",Tanaz Bhathena,"Bhathena, Tanaz",,Fantasy,1457,426,0374313091,9780374313098,0,3.92,"Farrar, Straus and Giroux",Hardcover,384,2020,2020,,3/6/20,to-read,to-read (#267),to-read,,,,0,,,0,,,,,
43615530,Yes No Maybe So,Becky Albertalli,"Albertalli, Becky",Aisha Saeed,Romance,18719,3337,0062937057,9780062937056,0,3.82,Balzer + Bray,ebook,464,2020,2020,,3/6/20,to-read,to-read (#265),to-read,,,,0,,,0,,,,,
35464020,The Night Diary,Veera Hiranandani,"Hiranandani, Veera",,Historical,12834,2233,0735228515,9780735228511,0,4.22,Kokila,Hardcover,272,2018,2018,,3/6/20,to-read,to-read (#264),to-read,,,,0,,,0,,,,,
13638125,"Vicious (Villains, #1)",V.E. Schwab,"Schwab, V.E.",,Fantasy,139237,21322,0765335344,9780765335340,0,4.2,Tor,Hardcover,368,2013,2013,,3/6/20,to-read,to-read (#263),to-read,,,,0,,,0,,,,,
2767793,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,"Sanderson, Brandon",,Fantasy,307339,18935,0765316897,9780765316899,5,4.48,Tor Books,Hardcover,572,2008,2008,3/5/20,1/7/20,,,read,,,,1,,,0,,,,,
52061964,Reverie,Ryan La Sala,"Sala, Ryan La",,Fantasy,9715,2024,1492682667,9781492682660,0,3.44,Sourcebooks Fire,Hardcover,397,2019,2019,,2/5/20,to-read,to-read (#259),to-read,,,,0,,,0,,,,,
40204489,"Flamefall (The Aurelian Cycle, #2)",Rosaria Munda,"Munda, Rosaria",,Fantasy,1116,290,,,0,4.46,G.P. Putnam's Sons Books For Young Readers,Kindle Edition,336,2021,2021,,2/28/20,to-read,to-read (#262),to-read,,,,0,,,0,,,,,
36578543,"Fireborne (The Aurelian Cycle, #1)",Rosaria Munda,"Munda, Rosaria",,Fantasy,5098,1318,0525518215,9780525518211,4,4.07,G.P. Putnam's Sons Books for Young Readers,Hardcover,432,2019,2019,2/28/20,10/2/19,,,read,,,,1,,,0,,,,,
42265183,"The Beautiful (The Beautiful, #1)",Renée Ahdieh,"Ahdieh, Ren√©e",,Fantasy,23706,5086,1524738174,9781524738174,3,3.67,G.P. Putnam's Sons Books for Young Readers,Hardcover,448,2019,2019,2/20/20,10/2/19,,,read,,,,1,,,0,,,,,
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"Rothfuss, Patrick",,Fantasy,797693,45712,075640407X,9780756404079,0,4.51,Penguin Group DAW,Hardcover,662,2007,2007,,2/17/20,to-read,to-read (#260),to-read,,,,0,,,0,,,,,
42769202,"Starsight (Skyward, #2)",Brandon Sanderson,"Sanderson, Brandon",,Science Fiction,52617,5886,1473217903,9781473217904,5,4.42,Orion Publishing Co,Paperback,461,2019,2019,2/9/20,8/22/19,,,read,,,,1,,,0,,,,,
51106833,"Imagine Me (Shatter Me, #6)",Tahereh Mafi,"Mafi, Tahereh",,Science Fiction,30142,4463,0062676423,9780062676429,0,3.78,HarperCollins,Hardcover,464,2020,2020,,1/18/20,to-read,to-read (#240),to-read,,,,0,,,0,,,,,
50794839,"The Ballad of Songbirds and Snakes (The Hunger Games, #0)",Suzanne Collins,"Collins, Suzanne",,Science Fiction,254976,33103,1338635174,9781338635171,0,3.81,Scholastic Press,Hardcover,517,2020,2020,,1/16/20,to-read,to-read (#235),to-read,,,,0,,,0,,,,,
35953464,Broad Band: The Untold Story of the Women Who Made the Internet,Claire L.  Evans,"Evans, Claire L.",,Non-Fiction,1844,286,0735211752,9780735211759,5,3.96,Portfolio,Hardcover,288,2018,2018,1/30/20,11/3/18,,,read,,,,1,,,0,,,,,
45754981,The Glass Hotel,Emily St. John Mandel,"Mandel, Emily St. John",,Contemporary,108597,12552,0525521143,9780525521143,0,3.69,Knopf Publishing Group,Hardcover,302,2020,2020,,1/21/20,to-read,to-read (#257),to-read,,,,0,,,0,,,,,
41719140,The Better Liar,Tanen Jones,"Jones, Tanen",,Mystery,6937,1266,1984821245,9781984821249,0,3.45,Ballantine,ebook,320,2020,2020,,1/24/20,to-read,to-read (#258),to-read,,,,0,,,0,,,,,
40696923,Blueprint: The Evolutionary Origins of a Good Society,Nicholas A. Christakis,"Christakis, Nicholas A.",,Non-Fiction,1852,231,0316230030,9780316230032,0,3.95,"Little, Brown Spark",Hardcover,544,2019,2019,,1/18/20,to-read,to-read (#256),to-read,,,,0,,,0,,,,,
40597264,Hacking Darwin: Genetic Engineering and the Future of Humanity,Jamie Metzl,"Metzl, Jamie",,Non-Fiction,2475,321,149267009X,9781492670094,0,4.02,Sourcebooks,Hardcover,327,2019,2019,,1/18/20,to-read,to-read (#255),to-read,,,,0,,,0,,,,,
36117813,The Girl He Used to Know,Tracey Garvis Graves,"Graves, Tracey Garvis",,Romance,35888,5720,1250200350,9781250200358,0,3.96,St. Martin's Press ,Hardcover,291,2019,2019,,1/18/20,to-read,to-read (#254),to-read,,,,0,,,0,,,,,
50206920,Ayesha at Last,Uzma Jalaluddin,"Jalaluddin, Uzma",,Romance,18595,3653,1984802798,9781984802798,0,3.89,Berkley,Paperback,351,2019,2018,,1/18/20,to-read,to-read (#253),to-read,,,,0,,,0,,,,,
41450662,The Kiss Thief,L.J. Shen,"Shen, L.J.",Charline McGregor,Romance,64762,6867,1793307504,9781793307507,0,3.95,Independently published,Paperback,320,2019,2019,,1/18/20,to-read,to-read (#252),to-read,,,,0,,,0,,,,,
25489134,"The Bear and the Nightingale (The Winternight Trilogy, #1)",Katherine Arden,"Arden, Katherine",,Fantasy,150737,20137,1101885939,9781101885932,0,4.08,Del Rey Books,Hardcover,319,2017,2017,,1/18/20,to-read,to-read (#251),to-read,,,,0,,,0,,,,,
43521657,The Ten Thousand Doors of January,Alix E. Harrow,"Harrow, Alix E.",,Fantasy,80579,13718,0316421995,9780316421997,0,4.06,Redhook,Hardcover,374,2019,2019,,1/18/20,to-read,to-read (#250),to-read,,,,0,,,0,,,,,
40988979,"Lost Roses (Lilac Girls, #2)",Martha Hall Kelly,"Kelly, Martha Hall",,Historical,41377,4134,1524796379,9781524796372,0,4.01,Ballantine Books,Hardcover,432,2019,2019,,1/18/20,to-read,to-read (#249),to-read,,,,0,,,0,,,,,
41556734,The Lost Girls of Paris,Pam Jenoff,"Jenoff, Pam",,Historical,78863,7707,0778308618,9780778308614,0,3.88,Park Row,Hardcover,377,2019,2019,,1/18/20,to-read,to-read (#248),to-read,,,,0,,,0,,,,,
42135029,City of Girls,Elizabeth Gilbert,"Gilbert, Elizabeth",,Historical,213841,20622,1594634734,9781594634734,0,4.04,Riverhead,Hardcover,470,2019,2019,,1/18/20,to-read,to-read (#247),to-read,,,,0,,,0,,,,,
40390766,The Huntress,Kate Quinn,"Quinn, Kate",,Historical,101327,10008,0062884344,9780062884343,0,4.27,William Morrow,Hardcover,549,2019,2019,,1/18/20,to-read,to-read (#246),to-read,,,,0,,,0,,,,,
40097951,The Silent Patient,Alex Michaelides,"Michaelides, Alex",,Mystery,802053,76042,1250301696,9781250301697,0,4.12,Celadon Books,Hardcover,325,2019,2019,,1/18/20,to-read,to-read (#245),to-read,,,,0,,,0,,,,,
38819868,"My Sister, the Serial Killer",Oyinkan Braithwaite,"Braithwaite, Oyinkan",,Mystery,205439,22879,0385544235,9780385544238,0,3.72,Doubleday Books,Hardcover,226,2018,2018,,1/18/20,to-read,to-read (#244),to-read,,,,0,,,0,,,,,
42431386,The Bookish Life of Nina Hill,Abbi Waxman,"Waxman, Abbi",,Romance,74386,12061,0451491874,9780451491879,0,3.82,Berkley Books,Paperback,333,2019,2019,,1/18/20,to-read,to-read (#243),to-read,,,,0,,,0,,,,,
42655335,More Than Just a Pretty Face,Syed M. Masood,"Masood, Syed M.",,Romance,1822,632,0316492353,9780316492355,0,4.12,"Little, Brown Books for Young Readers",Hardcover,352,2020,2020,,1/18/20,to-read,to-read (#242),to-read,,,,0,,,0,,,,,
43985469,"Of Curses and Kisses (St. Rosetta's Academy, #1)",Sandhya Menon,"Menon, Sandhya",,Romance,7170,1708,,,0,3.46,Simon Pulse,Hardcover,384,2020,2020,,1/18/20,to-read,to-read (#241),to-read,,,,0,,,0,,,,,
34992959,"Defy Me (Shatter Me, #5)",Tahereh Mafi,"Mafi, Tahereh",,Science Fiction,41815,4972,0062676393,9780062676399,0,4.16,HarperTeen,Hardcover,357,2019,2019,,1/18/20,to-read,to-read (#239),to-read,,,,0,,,0,,,,,
45872054,The Kingdom of Back,Marie Lu,"Lu, Marie",,Fantasy,15276,3687,1524739014,9781524739010,0,3.72,Putnam/G. P. Putnam's Sons,Hardcover,313,2020,2020,,1/18/20,to-read,to-read (#238),to-read,,,,0,,,0,,,,,
45478154,"The Queen's Assassin (The Queen's Secret, #1)",Melissa de la Cruz,"Cruz, Melissa de la",,Fantasy,7949,1313,0525515917,9780525515913,0,3.47,G.P. Putnam's Sons Books for Young Readers,Hardcover,384,2020,2020,,1/18/20,to-read,to-read (#237),to-read,,,,0,,,0,,,,,
43204703,"A Curse So Dark and Lonely (Cursebreakers, #1)",Brigid Kemmerer,"Kemmerer, Brigid",,Fantasy,90193,14919,1681195089,9781681195087,0,4.07,Bloomsbury YA,Hardcover,484,2019,2019,,1/17/20,to-read,to-read (#236),to-read,,,,0,,,0,,,,,
68429,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,"Sanderson, Brandon",,Fantasy,331786,18165,0765316889,9780765316882,5,4.35,Tor Books,Hardcover,590,2007,2007,1/6/20,10/14/19,,,read,,,,1,,,0,,,,,
50196744,Know My Name,Chanel Miller,"Miller, Chanel",,Non-Fiction,104073,15100,0735223718,9780735223714,5,4.72,Viking,ebook,368,2019,2019,11/29/19,11/26/19,,,read,,,,1,,,0,,,,,
44654627,"One of Us Is Next (One of Us Is Lying, #2)",Karen M. McManus,"McManus, Karen M.",,Mystery,93016,10445,0525707964,9780525707967,0,4.02,Delacorte Press for Young Readers,Hardcover,377,2020,2020,,12/30/19,to-read,to-read (#234),to-read,,,,0,,,0,,,,,
40794467,Romanov,Nadine Brandes,"Brandes, Nadine",,Fantasy,9841,2564,,,4,3.77,Thomas Nelson,Kindle Edition,352,2019,2019,12/29/19,3/19/19,,,read,,,,1,,,0,,,,,
44600621,"Dear Girls: Intimate Tales, Untold Secrets, & Advice for Living Your Best Life",Ali Wong,"Wong, Ali",Justin Hakuta,Non-Fiction,70296,7066,052550883X,9780525508830,0,3.87,Random House,Hardcover,240,2019,2019,,12/22/19,to-read,to-read (#233),to-read,,,,0,,,0,,,,,
12666103,A Face Like Glass,Frances Hardinge,"Hardinge, Frances",,Fantasy,6681,1191,0230763502,9780230763500,4,4.18,Pan Macmillan Children's,Paperback,496,2012,2012,12/20/19,8/10/17,,,read,,,,1,,,0,,,,,
42201431,The Unhoneymooners,Christina Lauren,"Lauren, Christina",,Romance,249646,30370,,,4,4.02,Gallery Books,Paperback,400,2019,2019,11/30/19,3/19/19,,,read,,,,1,,,0,,,,,
43220998,The Fountains of Silence,Ruta Sepetys,"Sepetys, Ruta",,Historical,40879,6643,0399160310,9780399160318,5,4.29,Philomel Books,Hardcover,512,2019,2019,11/24/19,10/2/19,,,read,,,,1,,,0,,,,,
